SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
1105012,10202105012,347,905
1105013,10202105013,405,939
1105015,10202105015,239,984
1105017,10202105017,384,880
1105018,10202105018,332,976
1105019,10202105019,441,1008
1105020,10202105020,337,884
1105021,10202105021,508,879
1105022,10202105022,464,960
1105024,10202105024,402,957
1105025,10202105025,377,919
1105026,10202105026,530,947
1105027,10202105027,352,932
1105028,10202105028,596,904
1105101,10202105101,481,1049
1105102,10202105102,366,1001
1105103,10202105103,250,974
1105104,10202105104,224,1119
1105106,10202105106,488,1066
1105107,10202105107,80,1103
1105108,10202105108,478,1087
1105109,10202105109,294,1019
1105110,10202105110,361,1080
1105111,10202105111,261,1031
1105112,10202105112,330,1027
1105113,10202105113,368,976
1105114,10202105114,340,1095
1105115,10202105115,264,1023
1105116,10202105116,265,1059
1105201,10202105201,591,954
1105202,10202105202,530,1035
1105203,10202105203,290,927
1105204,10202105204,557,986
1105205,10202105205,574,1006
1105206,10202105206,423,973
1105207,10202105207,456,933
1105208,10202105208,388,970
1105209,10202105209,369,969
1105210,10202105210,278,899
1105213,10202105213,251,952
1105214,10202105214,299,1023
1105215,10202105215,291,951
1105216,10202105216,465,970
1105301,10202105301,511,844
1105302,10202105302,433,823
1105303,10202105303,484,928
1105304,10202105304,374,951
1105305,10202105305,553,1049
1105306,10202105306,425,1069
1105307,10202105307,588,833
1105308,10202105308,342,916
1105309,10202105309,364,947
1105310,10202105310,388,961
1105311,10202105311,320,940
1105312,10202105312,327,1072
1105313,10202105313,279,948
1105314,10202105314,425,963
1105315,10202105315,602,999
1105316,10202105316,530,980
1105317,10202105317,280,899
1105318,10202105318,335,906
1105319,10202105319,183,962
1105320,10202105320,331,971
1105321,10202105321,623,954
1105322,10202105322,205,1087
1105324,10202105324,412,1029
1105325,10202105325,390,935
1105326,10202105326,425,995
1105327,10202105327,359,823
1105328,10202105328,611,868
1105329,10202105329,509,828
1105330,10202105330,464,888
1105331,10202105331,322,791
1105332,10202105332,359,893
1105333,10202105333,320,875
1105334,10202105334,660,849
1105335,10202105335,393,880
1105336,10202105336,285,1026
1105337,10202105337,513,979
1105401,10202105401,538,917
1105402,10202105402,337,885
1105403,10202105403,360,792
1105404,10202105404,499,704
1105405,10202105405,266,943
1105406,10202105406,546,821
1105407,10202105407,571,969
1105408,10202105408,743,984
1105409,10202105409,349,971
1105410,10202105410,376,916
1105411,10202105411,399,992
1105412,10202105412,446,1077
1105413,10202105413,319,1036
1105414,10202105414,354,1025
1105417,10202105417,335,944
1105418,10202105418,622,871
1105419,10202105419,693,838
1105420,10202105420,428,952
1105421,10202105421,404,984
1105422,10202105422,416,975
1105423,10202105423,478,958
1105424,10202105424,279,958
1105501,10202105501,306,988
1105502,10202105502,568,1000
1105503,10202105503,468,984
1105505,10202105505,350,1066
1105506,10202105506,546,958
1105507,10202105507,522,987
1105508,10202105508,385,971
1105509,10202105509,543,1086
1105510,10202105510,248,1038
1105511,10202105511,550,1062
1105512,10202105512,234,1055
1105513,10202105513,281,1053
1105514,10202105514,263,1054
1105601,10202105601,703,1042
1105602,10202105602,768,1038
1105603,10202105603,696,1034
1105604,10202105604,238,998
1105605,10202105605,672,1031
1105606,10202105606,299,1056
1105607,10202105607,507,1040
1105608,10202105608,502,1037
1105609,10202105609,414,953
1105612,10202105612,523,997
1105613,10202105613,579,1035
1105614,10202105614,448,1023
1105615,10202105615,532,1006
1105617,10202105617,286,987
1105618,10202105618,1222,1054
1105620,10202105620,326,1036
1105622,10202105622,420,1075
1105623,10202105623,400,1036
1105624,10202105624,436,967
1105625,10202105625,341,1003
1105626,10202105626,1019,927
1105627,10202105627,542,949
1105628,10202105628,738,1057
1105629,10202105629,535,1007
1105630,10202105630,590,990
1105631,10202105631,520,1034
1105632,10202105632,412,796
1105633,10202105633,538,962
1105701,10202105701,724,1014
1105702,10202105702,506,931
1105703,10202105703,549,977
1105704,10202105704,469,944
1105705,10202105705,38,934
1105706,10202105706,428,818
1105707,10202105707,655,903
1105708,10202105708,319,958
1105709,10202105709,425,989
1105710,10202105710,674,697
1105711,10202105711,388,894
1105712,10202105712,353,748
1105713,10202105713,253,700
1105714,10202105714,305,935
1105715,10202105715,329,714
1105716,10202105716,552,840
1105717,10202105717,555,937
1105718,10202105718,549,972
1105719,10202105719,476,851
1105720,10202105720,278,988
1105801,10301105801,386,1097
1105802,10301105802,297,1076
1105804,10301105804,361,973
1105805,10301105805,291,898
1105806,10301105806,415,1119
1105807,10301105807,245,938
1105808,10301105808,226,741
1105809,10301105809,275,1097
1105811,10301105811,388,1061
1105813,10301105813,487,1025
1105814,10301105814,329,1054
1105815,10301105815,383,986
1105816,10301105816,293,1041
1105817,10301105817,506,952
1105818,10301105818,528,990
1105819,10301105819,440,947
1105820,10301105820,308,910
1105821,10301105821,303,926
1105822,10301105822,423,894
1105823,10301105823,611,921
1105824,10301105824,502,904
1105825,10301105825,411,897
1105826,10301105826,602,1030
1105827,10301105827,468,864
1105828,10301105828,347,952
1105829,10301105829,449,824
1105830,10301105830,338,889
1105831,10301105831,258,1017
1105832,10301105832,392,984
1105833,10301105833,230,728
1105834,10301105834,385,926
1105835,10301105835,505,1083
1105836,10301105836,306,796
1105837,10301105837,303,997
1105838,10301105838,538,1027
1105839,10301105839,572,1011
1105840,10301105840,472,1024
1105842,10301105842,501,1109
1105843,10301105843,457,824
1105844,10301105844,423,1032
1105845,10301105845,525,1019
1105846,10301105846,505,967
1105847,10301105847,629,987
1105848,10301105848,518,1010
1105850,10301105850,311,977
1105851,10301105851,429,768
1105853,10301105853,319,859
1105854,10301105854,352,921
1105855,10301105855,356,940
1105856,10301105856,270,993
1105857,10301105857,341,846
1105859,10301105859,634,1105
1105860,10301105860,267,1114
1105861,10301105861,246,1070
1105862,10301105862,240,1132
1105863,10301105863,470,1103
1105864,10301105864,380,1061
1105901,10301105901,386,976
1105902,10301105902,344,994
1105903,10301105903,309,1041
1105905,10301105905,516,658
1105906,10301105906,296,677
1105907,10301105907,321,776
1105908,10301105908,267,717
1105910,10301105910,883,1051
1105912,10301105912,325,916
1105913,10301105913,556,988
1105914,10301105914,413,880
1105915,10301105915,334,1020
1105916,10301105916,612,1118
1105917,10301105917,805,1077
1105918,10301105918,558,1053
1105919,10301105919,877,1021
1105920,10301105920,295,1015
1105921,10301105921,341,1085
1105922,10301105922,416,957
1105923,10301105923,991,985
1105924,10301105924,227,1001
1105925,10301105925,562,1072
1105926,10301105926,471,1052
1105927,10301105927,79,910
1106001,10301106001,234,1046
1106002,10301106002,211,1056
1106003,10301106003,254,988
1106004,10301106004,419,1034
1106005,10301106005,384,884
1106006,10301106006,566,1061
1106007,10301106007,179,947
1106008,10301106008,434,1041
1106009,10301106009,232,1059
1106010,10301106010,516,999
1106011,10301106011,357,1048
1106012,10301106012,379,1078
1106013,10301106013,349,1058
1106014,10301106014,262,1065
1106015,10301106015,282,1050
1106016,10301106016,459,1051
1106017,10301106017,235,1073
1106018,10301106018,295,1023
1106019,10301106019,325,1041
1106020,10301106020,304,1034
1106101,10301106101,205,916
1106102,10301106102,388,1026
1106103,10301106103,381,1035
1106104,10301106104,218,1029
1106105,10301106105,231,949
1106106,10301106106,427,989
1106107,10301106107,280,990
1106108,10301106108,417,984
1106109,10301106109,174,871
1106110,10301106110,337,860
1106111,10301106111,268,814
1106112,10301106112,460,931
1106114,10301106114,267,910
1106115,10301106115,246,1060
1106116,10301106116,348,926
1106201,10302106201,420,667
1106202,10302106202,473,767
1106203,10302106203,455,920
1106204,10302106204,384,841
1106205,10302106205,433,1018
1106206,10302106206,402,924
1106207,10302106207,262,900
1106208,10302106208,217,916
1106209,10302106209,325,956
1106210,10302106210,346,905
1106211,10302106211,399,846
1106212,10302106212,188,926
1106213,10302106213,281,1014
1106214,10302106214,189,1051
1106215,10302106215,235,1061
1106216,10302106216,122,997
1106217,10302106217,268,1037
1106218,10302106218,200,1023
1106219,10302106219,316,1053
1106220,10302106220,203,1071
1106221,10302106221,156,1052
1106222,10302106222,334,934
1106303,10302106303,478,902
1106304,10302106304,685,1066
1106305,10302106305,251,1085
1106306,10302106306,276,945
1106308,10302106308,378,915
1106309,10302106309,459,772
1106310,10302106310,411,859
1106311,10302106311,409,800
1106312,10302106312,332,870
1106313,10302106313,227,929
1106314,10302106314,195,950
1106315,10302106315,429,995
1106316,10302106316,417,882
1106317,10302106317,406,811
1106318,10302106318,308,695
1106319,10302106319,317,723
1106320,10302106320,222,636
1106321,10302106321,297,919
1106322,10302106322,271,837
1106323,10302106323,450,960
1106324,10302106324,298,891
1106325,10302106325,507,987
1106326,10302106326,210,1016
1106327,10302106327,207,1073
1106328,10302106328,495,1035
1106329,10302106329,221,1013
1106401,10302106401,173,972
1106402,10302106402,252,893
1106403,10302106403,289,907
1106404,10302106404,372,887
1106405,10302106405,327,759
1106406,10302106406,314,836
1106407,10302106407,434,1028
1106408,10302106408,471,1023
1106409,10302106409,258,889
1106410,10302106410,289,973
1106411,10302106411,281,972
1106412,10302106412,280,993
1106413,10302106413,316,1027
1106414,10302106414,352,987
1106415,10302106415,237,925
1106416,10302106416,188,993
1106417,10302106417,330,1010
1106418,10302106418,283,980
1106501,10302106501,320,932
1106502,10302106502,322,802
1106503,10302106503,317,795
1106504,10302106504,379,935
1106505,10302106505,366,851
1106506,10302106506,438,956
1106507,10302106507,423,879
1106508,10302106508,472,1017
1106509,10302106509,494,1008
1106510,10302106510,313,1049
1106511,10302106511,516,976
1106512,10302106512,360,927
1106513,10302106513,329,953
1106514,10302106514,325,922
1106515,10302106515,510,926
1106516,10302106516,205,988
1106517,10302106517,210,1019
1106518,10302106518,345,1043
1106519,10302106519,261,1026
1106520,10302106520,277,1081
1106521,10302106521,326,1014
1106522,10302106522,230,1007
1106523,10302106523,348,1028
1106524,10302106524,204,1050
1106525,10302106525,207,1028
1106526,10302106526,463,948
1106527,10302106527,370,724
1106528,10302106528,431,882
1106529,10302106529,387,1012
1106601,10302106601,206,819
1106602,10302106602,165,1076
1106603,10302106603,287,1040
1106604,10302106604,358,890
1106605,10302106605,365,907
1106606,10302106606,193,910
1106607,10302106607,364,900
1106608,10302106608,177,891
1106609,10302106609,317,970
1106610,10302106610,320,986
1106611,10302106611,302,1030
1106612,10302106612,370,981
1106613,10302106613,230,1041
1106701,10302106701,362,938
1106702,10302106702,411,1041
1106703,10302106703,338,1035
1106704,10302106704,172,914
1106705,10302106705,314,1103
1106706,10302106706,333,1072
1106707,10302106707,374,1033
1106708,10302106708,410,932
1106709,10302106709,360,845
1106710,10302106710,520,1030
1106711,10302106711,304,903
1106712,10302106712,551,872
1106713,10302106713,349,1033
1106714,10302106714,492,855
1106715,10302106715,626,918
1106716,10302106716,388,1044
1106717,10302106717,279,967
1106718,10302106718,367,980
1106719,10302106719,392,789
1106720,10302106720,335,922
1106721,10302106721,229,872
1106722,10302106722,326,824
1106723,10302106723,414,941
1106724,10302106724,435,944
1106725,10302106725,285,1030
1106726,10302106726,398,974
1106727,10302106727,461,739
1106728,10302106728,180,815
1106729,10302106729,592,903
1106801,10302106801,228,974
1106802,10302106802,250,695
1106803,10302106803,267,801
1106804,10302106804,210,805
1106805,10302106805,411,844
1106806,10302106806,272,1023
1106807,10302106807,321,949
1106808,10302106808,376,1067
1106809,10302106809,419,1003
1106810,10302106810,322,1047
1106811,10302106811,310,1053
1106901,10302106901,240,1019
1106902,10302106902,515,945
1106903,10302106903,274,1039
1106904,10302106904,392,1023
1106905,10302106905,147,1023
1106906,10302106906,337,973
1106907,10302106907,269,1017
1106908,10302106908,229,1074
1106909,10302106909,204,1042
1106910,10302106910,299,1047
1106911,10302106911,224,734
1106912,10302106912,290,836
1106913,10302106913,324,984
1106914,10302106914,436,947
1106915,10302106915,399,962
1106916,10302106916,360,972
1106917,10302106917,277,943
1106918,10302106918,319,979
1106919,10302106919,400,960
1107001,10303107001,414,1057
1107002,10303107002,100,1032
1107003,10303107003,416,841
1107004,10303107004,133,937
1107005,10303107005,616,884
1107006,10303107006,537,851
1107007,10303107007,235,843
1107008,10303107008,349,1061
1107010,10303107010,461,935
1107011,10303107011,502,897
1107012,10303107012,402,916
1107013,10303107013,327,923
1107014,10303107014,441,920
1107015,10303107015,644,871
1107016,10303107016,346,838
1107017,10303107017,302,1077
1107018,10303107018,524,960
1107019,10303107019,490,830
1107020,10303107020,419,798
1107021,10303107021,649,591
1107022,10303107022,415,1040
1107023,10303107023,459,792
1107024,10303107024,265,954
1107025,10303107025,301,951
1107026,10303107026,265,951
1107027,10303107027,571,980
1107028,10303107028,495,932
1107029,10303107029,392,911
1107030,10303107030,335,1077
1107032,10303107032,592,843
1107101,10303107101,222,795
1107102,10303107102,250,941
1107103,10303107103,346,860
1107104,10303107104,195,932
1107105,10303107105,314,980
1107106,10303107106,516,975
1107107,10303107107,607,829
1107108,10303107108,361,921
1107109,10303107109,260,1074
1107110,10303107110,346,1051
1107111,10303107111,200,1018
1107112,10303107112,309,1040
1107113,10303107113,328,925
1107114,10303107114,257,1016
1107115,10303107115,309,1038
1107116,10303107116,297,1040
1107117,10303107117,307,1018
1107119,10303107119,247,930
1107120,10303107120,259,1071
1107121,10303107121,222,983
1107122,10303107122,426,846
1107123,10303107123,212,868
1107124,10303107124,509,909
1107125,10303107125,213,940
1107126,10303107126,94,963
1107127,10303107127,247,1069
1107128,10303107128,399,954
1107201,10303107201,361,937
1107202,10303107202,376,890
1107203,10303107203,249,905
1107204,10303107204,421,701
